faculty_id,faculty_name,publication_id,verification_status,match_method,source_name
RVCE-CSE-002,Ashok Kumar A R,W4403124150,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-004,B Sathish Babu,W4294030861,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-004,B Sathish Babu,W4226266853,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-004,B Sathish Babu,W4210713370,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-004,B Sathish Babu,W4248340201,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-004,B Sathish Babu,W3203521410,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-004,B Sathish Babu,W3160465657,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-004,B Sathish Babu,W4210768117,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-004,B Sathish Babu,W4210271893,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-004,B Sathish Babu,W3110235189,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-004,B Sathish Babu,W3004843085,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-004,B Sathish Babu,W3041561950,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-004,B Sathish Babu,W2990537023,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-004,B Sathish Babu,W3011177264,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-004,B Sathish Babu,W2911027195,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-004,B Sathish Babu,W3012096032,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-004,B Sathish Babu,W3011774547,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-004,B Sathish Babu,W2981523391,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-004,B Sathish Babu,W2975810828,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-004,B Sathish Babu,W2838545756,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-004,B Sathish Babu,W4230692903,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-004,B Sathish Babu,W2804628018,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-004,B Sathish Babu,W2894712380,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-004,B Sathish Babu,W2898579252,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-004,B Sathish Babu,W3016117401,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-004,B Sathish Babu,W2807673485,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-004,B Sathish Babu,W2587221876,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-004,B Sathish Babu,W2734762718,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-004,B Sathish Babu,W2770936656,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-004,B Sathish Babu,W2586562227,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-004,B Sathish Babu,W4240936300,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-004,B Sathish Babu,W2889832251,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-004,B Sathish Babu,W2507148701,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-004,B Sathish Babu,W2587555177,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-004,B Sathish Babu,W2608119749,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-004,B Sathish Babu,W4242873026,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-004,B Sathish Babu,W2560373091,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-004,B Sathish Babu,W2608540862,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-004,B Sathish Babu,W2501533651,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-004,B Sathish Babu,W2542940211,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-004,B Sathish Babu,W2410585028,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-004,B Sathish Babu,W2047962472,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-004,B Sathish Babu,W2407081545,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-004,B Sathish Babu,W2006929731,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-004,B Sathish Babu,W2056500623,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-004,B Sathish Babu,W105947204,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-004,B Sathish Babu,W27982601,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-004,B Sathish Babu,W44033174,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-004,B Sathish Babu,W2080132759,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-004,B Sathish Babu,W2109406379,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-004,B Sathish Babu,W1997666988,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-004,B Sathish Babu,W1978475559,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-004,B Sathish Babu,W2601000203,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-004,B Sathish Babu,W2099950721,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-004,B Sathish Babu,W2001775285,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-004,B Sathish Babu,W2156581201,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-004,B Sathish Babu,W4231943115,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-008,Deepamala N,W7167611887,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-008,Deepamala N,W7125832392,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-008,Deepamala N,W7127929145,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-008,Deepamala N,W7134984738,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-008,Deepamala N,W4416533329,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-008,Deepamala N,W4413367738,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-008,Deepamala N,W4399372477,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-008,Deepamala N,W4405975060,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-008,Deepamala N,W4404929689,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-008,Deepamala N,W4405974421,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-008,Deepamala N,W4388761219,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-008,Deepamala N,W4383503144,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-008,Deepamala N,W4387427097,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-008,Deepamala N,W4390874330,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-008,Deepamala N,W4293093055,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-008,Deepamala N,W3173633118,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-008,Deepamala N,W4200372362,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-008,Deepamala N,W3212034843,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-008,Deepamala N,W3120761804,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-008,Deepamala N,W2999075004,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-008,Deepamala N,W3012515523,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-008,Deepamala N,W3012134415,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-008,Deepamala N,W3012186473,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-008,Deepamala N,W2889728351,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-008,Deepamala N,W2888690835,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-008,Deepamala N,W3089268165,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-008,Deepamala N,W1635339576,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-008,Deepamala N,W1551473290,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-008,Deepamala N,W33206012,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-008,Deepamala N,W72538140,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-008,Deepamala N,W2122927345,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-008,Deepamala N,W2108909082,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-008,Deepamala N,W2532474891,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-010,Girish Rao Salanke N S,W4383876054,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-010,Girish Rao Salanke N S,W4396715076,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-010,Girish Rao Salanke N S,W2811093508,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-011,Hemavathy R,W4389428810,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-011,Hemavathy R,W4394911093,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-011,Hemavathy R,W4389981618,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-011,Hemavathy R,W4281482106,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-011,Hemavathy R,W4318693492,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-012,Jyothi Shetty,W7130427088,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-012,Jyothi Shetty,W4220797122,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-012,Jyothi Shetty,W4200267691,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-013,Lalitha V P,W3010707882,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-013,Lalitha V P,W2810962693,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-013,Lalitha V P,W2183579508,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-014,M S Srividya,W4417509600,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-014,M S Srividya,W4417510120,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-014,M S Srividya,W4411516795,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-014,M S Srividya,W4404777427,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-014,M S Srividya,W4405974603,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-014,M S Srividya,W4321461653,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-014,M S Srividya,W4387607860,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-014,M S Srividya,W4390031544,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-014,M S Srividya,W3172099751,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-014,M S Srividya,W3211603242,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-014,M S Srividya,W3196072762,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-014,M S Srividya,W4252180901,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-014,M S Srividya,W2796057380,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-014,M S Srividya,W2767942463,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-014,M S Srividya,W2186904486,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-016,Manonmani S,W4405974487,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-016,Manonmani S,W4408862849,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-016,Manonmani S,W4404029874,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-016,Manonmani S,W4214775109,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-016,Manonmani S,W3008706263,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-016,Manonmani S,W2737650314,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-016,Manonmani S,W4213256427,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-017,Minal Moharir,W7160940050,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-017,Minal Moharir,W7138220045,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-017,Minal Moharir,W7126414230,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-017,Minal Moharir,W7163925522,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-017,Minal Moharir,W7155355928,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-017,Minal Moharir,W7154109932,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-017,Minal Moharir,W7160615856,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-017,Minal Moharir,W7160726357,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-017,Minal Moharir,W7154608546,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-017,Minal Moharir,W4414231660,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-017,Minal Moharir,W4408039495,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-017,Minal Moharir,W4415728593,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-017,Minal Moharir,W4412404562,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-017,Minal Moharir,W4417169006,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-017,Minal Moharir,W4410297343,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-017,Minal Moharir,W4414956553,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-017,Minal Moharir,W7127649611,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-017,Minal Moharir,W4413177912,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-017,Minal Moharir,W7127629172,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-017,Minal Moharir,W7117685523,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-017,Minal Moharir,W4403124150,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-017,Minal Moharir,W4403060511,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-017,Minal Moharir,W4390738646,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-017,Minal Moharir,W4406521376,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-017,Minal Moharir,W4401673375,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-017,Minal Moharir,W4394006216,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-017,Minal Moharir,W4403124327,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-017,Minal Moharir,W4404030095,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-017,Minal Moharir,W4392949630,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-017,Minal Moharir,W4405975453,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-017,Minal Moharir,W4399397350,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-017,Minal Moharir,W4403060549,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-017,Minal Moharir,W4391440125,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-017,Minal Moharir,W4403688032,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-017,Minal Moharir,W4402511208,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-017,Minal Moharir,W4403124725,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-017,Minal Moharir,W4392959110,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-017,Minal Moharir,W4405974435,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-017,Minal Moharir,W4399685920,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-017,Minal Moharir,W4389372254,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-017,Minal Moharir,W4376117279,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-017,Minal Moharir,W4390176987,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-017,Minal Moharir,W4390874330,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-017,Minal Moharir,W4389400770,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-017,Minal Moharir,W4392153479,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-017,Minal Moharir,W4281553728,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-017,Minal Moharir,W4296709879,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-017,Minal Moharir,W4319261491,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-017,Minal Moharir,W4316659385,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-017,Minal Moharir,W4289209325,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-017,Minal Moharir,W3179566224,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-017,Minal Moharir,W4200372362,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-017,Minal Moharir,W3212034843,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-017,Minal Moharir,W3179813899,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-017,Minal Moharir,W4210802831,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-017,Minal Moharir,W3174616345,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-017,Minal Moharir,W4210343364,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-017,Minal Moharir,W3173610786,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-017,Minal Moharir,W3188167278,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-017,Minal Moharir,W3137915135,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-017,Minal Moharir,W4287262419,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-017,Minal Moharir,W3164050387,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-017,Minal Moharir,W3017739553,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-017,Minal Moharir,W3135506653,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-017,Minal Moharir,W4241789948,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-017,Minal Moharir,W3008752438,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-017,Minal Moharir,W3013796159,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-017,Minal Moharir,W3003740214,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-017,Minal Moharir,W2967809275,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-017,Minal Moharir,W2944596969,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-017,Minal Moharir,W3005709360,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-017,Minal Moharir,W3008753193,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-017,Minal Moharir,W2907087878,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-017,Minal Moharir,W3007234197,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-017,Minal Moharir,W2898688690,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-017,Minal Moharir,W2889723176,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-017,Minal Moharir,W2892156223,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-017,Minal Moharir,W2989599983,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-017,Minal Moharir,W2990692206,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-017,Minal Moharir,W2889278386,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-017,Minal Moharir,W2589436695,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-017,Minal Moharir,W2776184359,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-017,Minal Moharir,W2889342104,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-017,Minal Moharir,W2520253485,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-017,Minal Moharir,W2564506425,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-017,Minal Moharir,W1956489633,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
RVCE-CSE-017,Minal Moharir,W2276178200,OpenAlex author match; name score 1.00,openalex_name_match,OpenAlex
