faculty_id,topic,n_papers,first_year,latest_year,citations,field,domain,is_active_topic
RVCE-CSE-002,Caching and Content Delivery,1,2024,2024,0,Computer Science,Physical Sciences,True
RVCE-CSE-002,Cloud Computing and Resource Management,1,2020,2020,2,Computer Science,Physical Sciences,False
RVCE-CSE-002,Cloud Data Security Solutions,1,2024,2024,0,Computer Science,Physical Sciences,True
RVCE-CSE-002,Corporate Governance and Management,1,2023,2023,0,"Business, Management and Accounting",Social Sciences,True
RVCE-CSE-002,Dementia and Cognitive Impairment Research,1,2023,2023,0,Neuroscience,Life Sciences,True
RVCE-CSE-002,Food Science and Nutritional Studies,1,2017,2017,0,Medicine,Health Sciences,False
RVCE-CSE-002,Information and Cyber Security,1,2024,2024,3,Computer Science,Physical Sciences,True
RVCE-CSE-002,Innovation and Knowledge Management,1,2023,2023,0,"Business, Management and Accounting",Social Sciences,True
RVCE-CSE-002,Internet Traffic Analysis and Secure E-voting,1,2023,2023,9,Computer Science,Physical Sciences,True
RVCE-CSE-002,IoT and GPS-based Vehicle Safety Systems,1,2024,2024,7,Engineering,Physical Sciences,True
RVCE-CSE-002,Machine Learning in Healthcare,1,2023,2023,0,Neuroscience,Life Sciences,True
RVCE-CSE-002,Phytochemicals and Antioxidant Activities,1,2017,2017,0,Medicine,Health Sciences,False
RVCE-CSE-002,Smart Systems and Machine Learning,1,2024,2024,22,Health Professions,Health Sciences,True
RVCE-CSE-002,Software System Performance and Reliability,1,2020,2020,2,Computer Science,Physical Sciences,False
RVCE-CSE-002,Software-Defined Networks and 5G,1,2023,2023,0,Computer Science,Physical Sciences,True
RVCE-CSE-002,Spam and Phishing Detection,1,2024,2024,5,Computer Science,Physical Sciences,True
RVCE-CSE-003,Network Security and Intrusion Detection,2,2021,2026,0,Computer Science,Physical Sciences,True
RVCE-CSE-003,Software Reliability and Analysis Research,2,2021,2023,0,Computer Science,Physical Sciences,True
RVCE-CSE-003,Advanced Image and Video Retrieval Techniques,1,2024,2024,8,"Biochemistry, Genetics and Molecular Biology",Life Sciences,True
RVCE-CSE-003,Advanced Malware Detection Techniques,1,2026,2026,0,Computer Science,Physical Sciences,True
RVCE-CSE-003,Anomaly Detection Techniques and Applications,1,2026,2026,0,Computer Science,Physical Sciences,True
RVCE-CSE-003,Identification and Quantification in Food,1,2024,2024,8,"Biochemistry, Genetics and Molecular Biology",Life Sciences,True
RVCE-CSE-003,Infrastructure Maintenance and Monitoring,1,2024,2024,0,Engineering,Physical Sciences,True
RVCE-CSE-003,Mineral Processing and Grinding,1,2024,2024,0,Engineering,Physical Sciences,True
RVCE-CSE-003,Safety Systems Engineering in Autonomy,1,2023,2023,0,Engineering,Physical Sciences,True
RVCE-CSE-003,Software System Performance and Reliability,1,2021,2021,0,Computer Science,Physical Sciences,False
RVCE-CSE-003,Systems Engineering Methodologies and Applications,1,2023,2023,0,Engineering,Physical Sciences,True
RVCE-CSE-003,Video Surveillance and Tracking Methods,1,2024,2024,8,"Biochemistry, Genetics and Molecular Biology",Life Sciences,True
RVCE-CSE-004,Cloud Computing and Resource Management,11,2016,2022,48,Computer Science,Physical Sciences,False
RVCE-CSE-004,IoT and Edge/Fog Computing,11,2017,2023,48,Computer Science,Physical Sciences,True
RVCE-CSE-004,Mobile Ad Hoc Networks,7,2014,2018,16,Computer Science,Physical Sciences,False
RVCE-CSE-004,Opportunistic and Delay-Tolerant Networks,7,2012,2018,18,Computer Science,Physical Sciences,False
RVCE-CSE-004,Multi-Agent Systems and Negotiation,5,2007,2013,55,Computer Science,Physical Sciences,False
RVCE-CSE-004,User Authentication and Security Systems,5,2007,2019,59,Computer Science,Physical Sciences,False
RVCE-CSE-004,Access Control and Trust,4,2011,2018,7,Social Sciences,Social Sciences,False
RVCE-CSE-004,Context-Aware Activity Recognition Systems,4,2012,2017,15,Computer Science,Physical Sciences,False
RVCE-CSE-004,Cooperative Communication and Network Coding,4,2017,2017,12,Computer Science,Physical Sciences,False
RVCE-CSE-004,Cryptography and Data Security,4,2009,2019,10,Computer Science,Physical Sciences,False
RVCE-CSE-004,Mobile Agent-Based Network Management,4,2007,2013,46,Computer Science,Physical Sciences,False
RVCE-CSE-004,Blockchain Technology Applications and Security,3,2015,2021,28,Decision Sciences,Social Sciences,False
RVCE-CSE-004,Cloud Data Security Solutions,3,2012,2020,9,Computer Science,Physical Sciences,False
RVCE-CSE-004,Distributed systems and fault tolerance,3,2009,2018,7,Computer Science,Physical Sciences,False
RVCE-CSE-004,Handwritten Text Recognition Techniques,3,2019,2023,14,Computer Science,Physical Sciences,True
RVCE-CSE-004,Network Security and Intrusion Detection,3,2007,2016,37,Computer Science,Physical Sciences,False
RVCE-CSE-004,Privacy-Preserving Technologies in Data,3,2011,2013,8,Computer Science,Physical Sciences,False
RVCE-CSE-004,Quantum Computing Algorithms and Architecture,3,2020,2024,6,Computer Science,Physical Sciences,True
RVCE-CSE-004,Security in Wireless Sensor Networks,3,2011,2019,8,Computer Science,Physical Sciences,False
RVCE-CSE-004,Spam and Phishing Detection,3,2007,2008,27,Computer Science,Physical Sciences,False
RVCE-CSE-004,AI and HR Technologies,2,2024,2025,5,"Business, Management and Accounting",Social Sciences,True
RVCE-CSE-004,Advanced Text Analysis Techniques,2,2016,2018,1,Social Sciences,Social Sciences,False
RVCE-CSE-004,Big Data and Business Intelligence,2,2018,2022,6,"Business, Management and Accounting",Social Sciences,False
RVCE-CSE-004,Brain Tumor Detection and Classification,2,2024,2024,4,Neuroscience,Life Sciences,True
RVCE-CSE-004,Customer churn and segmentation,2,2016,2024,7,"Business, Management and Accounting",Social Sciences,True
RVCE-CSE-004,Data Stream Mining Techniques,2,2018,2018,10,Computer Science,Physical Sciences,False
RVCE-CSE-004,Digital Imaging for Blood Diseases,2,2023,2024,7,Neuroscience,Life Sciences,True
RVCE-CSE-004,Digital Marketing and Social Media,2,2018,2024,3,Psychology,Social Sciences,True
RVCE-CSE-004,Distributed and Parallel Computing Systems,2,2016,2016,5,Computer Science,Physical Sciences,False
RVCE-CSE-004,Energy Efficient Wireless Sensor Networks,2,2012,2018,3,Computer Science,Physical Sciences,False
RVCE-CSE-004,Image Processing and 3D Reconstruction,2,2019,2023,9,Computer Science,Physical Sciences,True
RVCE-CSE-004,Image Retrieval and Classification Techniques,2,2019,2021,8,Computer Science,Physical Sciences,False
RVCE-CSE-004,Medical Imaging and Analysis,2,2024,2024,4,Neuroscience,Life Sciences,True
RVCE-CSE-004,Parallel Computing and Optimization Techniques,2,2016,2016,5,Computer Science,Physical Sciences,False
RVCE-CSE-004,Personal Information Management and User Behavior,2,2007,2008,15,Computer Science,Physical Sciences,False
RVCE-CSE-004,Quantum Information and Cryptography,2,2020,2021,5,Computer Science,Physical Sciences,False
RVCE-CSE-004,Quantum-Dot Cellular Automata,2,2020,2021,5,Computer Science,Physical Sciences,False
RVCE-CSE-004,Recommender Systems and Techniques,2,2016,2016,3,Computer Science,Physical Sciences,False
RVCE-CSE-004,Advanced Control Systems Optimization,1,2021,2021,5,Computer Science,Physical Sciences,False
RVCE-CSE-004,Advanced Image Fusion Techniques,1,2021,2021,2,Engineering,Physical Sciences,False
RVCE-CSE-004,Advanced Neural Network Applications,1,2019,2019,0,Computer Science,Physical Sciences,False
RVCE-CSE-004,Advanced Vision and Imaging,1,2025,2025,0,Engineering,Physical Sciences,True
RVCE-CSE-004,Age of Information Optimization,1,2022,2022,0,Computer Science,Physical Sciences,False
RVCE-CSE-004,Analytical Chemistry and Chromatography,1,1982,1982,1,Chemistry,Physical Sciences,False
RVCE-CSE-004,Analytical chemistry methods development,1,1982,1982,1,Chemistry,Physical Sciences,False
RVCE-CSE-004,Anomaly Detection Techniques and Applications,1,2024,2024,0,Computer Science,Physical Sciences,True
RVCE-CSE-004,Artificial Intelligence in Games,1,2008,2008,1,Computer Science,Physical Sciences,False
RVCE-CSE-004,Artificial Intelligence in Healthcare and Education,1,2025,2025,1,Psychology,Social Sciences,True
RVCE-CSE-004,Augmented Reality Applications,1,2024,2024,2,Psychology,Social Sciences,True
RVCE-CSE-004,Autonomous Vehicle Technology and Safety,1,2025,2025,0,Engineering,Physical Sciences,True
RVCE-CSE-004,Biometric Identification and Security,1,2019,2019,3,Computer Science,Physical Sciences,False
RVCE-CSE-004,Chaos-based Image/Signal Encryption,1,2019,2019,2,Computer Science,Physical Sciences,False
RVCE-CSE-004,Child Therapy and Development,1,2025,2025,0,Psychology,Social Sciences,True
RVCE-CSE-004,Chromium effects and bioremediation,1,1982,1982,1,Chemistry,Physical Sciences,False
RVCE-CSE-004,Cognitive Functions and Memory,1,2018,2018,3,Social Sciences,Social Sciences,False
RVCE-CSE-004,Cryptographic Implementations and Security,1,2009,2009,3,Computer Science,Physical Sciences,False
RVCE-CSE-004,Data Mining Algorithms and Applications,1,2007,2007,7,Computer Science,Physical Sciences,False
RVCE-CSE-004,Educational Games and Gamification,1,2024,2024,2,Psychology,Social Sciences,True
RVCE-CSE-004,Embedded Systems Design Techniques,1,2014,2014,1,Engineering,Physical Sciences,False
RVCE-CSE-004,Emotion and Mood Recognition,1,2025,2025,1,Psychology,Social Sciences,True
RVCE-CSE-004,Employment and Welfare Studies,1,2024,2024,1,Health Professions,Health Sciences,True
RVCE-CSE-004,Explainable Artificial Intelligence (XAI),1,2025,2025,3,Computer Science,Physical Sciences,True
RVCE-CSE-004,Extraction and Separation Processes,1,2021,2021,11,Environmental Science,Physical Sciences,False
RVCE-CSE-004,Financial Markets and Investment Strategies,1,2021,2021,13,Decision Sciences,Social Sciences,False
RVCE-CSE-004,Formal Methods in Verification,1,2014,2014,1,Engineering,Physical Sciences,False
RVCE-CSE-004,Gaze Tracking and Assistive Technology,1,2019,2019,3,Computer Science,Physical Sciences,False
RVCE-CSE-004,Geochemistry and Geologic Mapping,1,2021,2021,2,Engineering,Physical Sciences,False
RVCE-CSE-004,Human Mobility and Location-Based Analysis,1,2016,2016,2,"Business, Management and Accounting",Social Sciences,False
RVCE-CSE-004,"IPv6, Mobility, Handover, Networks, Security",1,2014,2014,1,Engineering,Physical Sciences,False
RVCE-CSE-004,Imbalanced Data Classification Techniques,1,2016,2016,29,Computer Science,Physical Sciences,False
RVCE-CSE-004,Impact of AI and Big Data on Business and Society,1,2024,2024,5,"Business, Management and Accounting",Social Sciences,True
RVCE-CSE-004,Information and Cyber Security,1,2015,2015,1,Engineering,Physical Sciences,False
RVCE-CSE-004,Internet Traffic Analysis and Secure E-voting,1,2016,2016,29,Computer Science,Physical Sciences,False
RVCE-CSE-004,Job Satisfaction and Organizational Behavior,1,2024,2024,1,Health Professions,Health Sciences,True
RVCE-CSE-004,Leaf Properties and Growth Measurement,1,2020,2020,3,Agricultural and Biological Sciences,Life Sciences,False
RVCE-CSE-004,"Logic, Reasoning, and Knowledge",1,2008,2008,1,Computer Science,Physical Sciences,False
RVCE-CSE-004,Machine Learning and Data Classification,1,2018,2018,6,Computer Science,Physical Sciences,False
RVCE-CSE-004,Machine Learning in Healthcare,1,2025,2025,3,Computer Science,Physical Sciences,True
RVCE-CSE-004,Manufacturing Process and Optimization,1,2025,2025,1,Engineering,Physical Sciences,True
RVCE-CSE-004,Media Influence and Politics,1,2024,2024,1,Social Sciences,Social Sciences,True
RVCE-CSE-004,Medical Image Segmentation Techniques,1,2024,2024,2,Engineering,Physical Sciences,True
RVCE-CSE-004,Mental Health via Writing,1,2025,2025,1,Psychology,Social Sciences,True
RVCE-CSE-004,Metaheuristic Optimization Algorithms Research,1,2020,2020,15,Computer Science,Physical Sciences,False
RVCE-CSE-004,Mindfulness and Compassion Interventions,1,2025,2025,0,Psychology,Social Sciences,True
RVCE-CSE-004,Molecular Communication and Nanonetworks,1,2018,2018,1,Engineering,Physical Sciences,False
RVCE-CSE-004,Multi-Criteria Decision Making,1,2023,2023,2,Computer Science,Physical Sciences,True
RVCE-CSE-004,Municipal Solid Waste Management,1,2021,2021,11,Environmental Science,Physical Sciences,False
RVCE-CSE-004,Natural Language Processing Techniques,1,2023,2023,6,Computer Science,Physical Sciences,True
RVCE-CSE-004,Neural Networks and Applications,1,2025,2025,0,Computer Science,Physical Sciences,True
RVCE-CSE-004,Optimization and Search Problems,1,2023,2023,2,Computer Science,Physical Sciences,True
RVCE-CSE-004,Osteoarthritis Treatment and Mechanisms,1,2023,2023,5,Medicine,Health Sciences,True
RVCE-CSE-004,Peer-to-Peer Network Technologies,1,2007,2007,3,Computer Science,Physical Sciences,False
RVCE-CSE-004,Physical Unclonable Functions (PUFs) and Hardware Security,1,2024,2024,1,Computer Science,Physical Sciences,True
RVCE-CSE-004,"Privacy, Security, and Data Protection",1,2011,2011,2,Computer Science,Physical Sciences,False
RVCE-CSE-004,Psychological Well-being and Life Satisfaction,1,2024,2024,1,Health Professions,Health Sciences,True
RVCE-CSE-004,RFID technology advancements,1,2011,2011,2,Computer Science,Physical Sciences,False
RVCE-CSE-004,Radiation Effects in Electronics,1,2024,2024,1,Computer Science,Physical Sciences,True
RVCE-CSE-004,Recycling and Waste Management Techniques,1,2021,2021,11,Environmental Science,Physical Sciences,False
RVCE-CSE-004,Reinforcement Learning in Robotics,1,2021,2021,5,Computer Science,Physical Sciences,False
RVCE-CSE-004,Remote-Sensing Image Classification,1,2021,2021,2,Engineering,Physical Sciences,False
RVCE-CSE-004,Robotic Path Planning Algorithms,1,2021,2021,5,Computer Science,Physical Sciences,False
RVCE-CSE-004,Robotics and Sensor-Based Localization,1,2025,2025,0,Engineering,Physical Sciences,True
RVCE-CSE-004,Scientific and Engineering Research Topics,1,2023,2023,5,Medicine,Health Sciences,True
RVCE-CSE-004,Sentiment Analysis and Opinion Mining,1,2018,2018,1,Social Sciences,Social Sciences,False
RVCE-CSE-004,Smart Agriculture and AI,1,2020,2020,3,Agricultural and Biological Sciences,Life Sciences,False
RVCE-CSE-004,Smart Grid Security and Resilience,1,2015,2015,1,Engineering,Physical Sciences,False
RVCE-CSE-004,Software System Performance and Reliability,1,2020,2020,5,Computer Science,Physical Sciences,False
RVCE-CSE-004,Spectroscopy and Chemometric Analyses,1,2020,2020,3,Agricultural and Biological Sciences,Life Sciences,False
RVCE-CSE-004,Stochastic Gradient Optimization Techniques,1,2017,2017,1,Computer Science,Physical Sciences,False
RVCE-CSE-004,Stock Market Forecasting Methods,1,2021,2021,13,Decision Sciences,Social Sciences,False
RVCE-CSE-004,Text and Document Classification Technologies,1,2016,2016,0,Computer Science,Physical Sciences,False
RVCE-CSE-004,Topic Modeling,1,2016,2016,0,Computer Science,Physical Sciences,False
RVCE-CSE-004,Vehicle License Plate Recognition,1,2021,2021,5,Computer Science,Physical Sciences,False
RVCE-CSE-004,Wireless Body Area Networks,1,2018,2018,1,Engineering,Physical Sciences,False
RVCE-CSE-004,Wireless Networks and Protocols,1,2017,2017,1,Computer Science,Physical Sciences,False
RVCE-CSE-004,Workplace Spirituality and Leadership,1,2025,2025,0,Psychology,Social Sciences,True
RVCE-CSE-005,Advanced Aircraft Design and Technologies,1,2023,2023,3,Environmental Science,Physical Sciences,True
RVCE-CSE-005,Advanced Data Storage Technologies,1,2025,2025,0,Computer Science,Physical Sciences,True
RVCE-CSE-005,Aerospace and Aviation Technology,1,2023,2023,3,Environmental Science,Physical Sciences,True
RVCE-CSE-005,Air Traffic Management and Optimization,1,2023,2023,3,Environmental Science,Physical Sciences,True
RVCE-CSE-005,Cloud Computing and Resource Management,1,2025,2025,0,Computer Science,Physical Sciences,True
RVCE-CSE-005,Fire Detection and Safety Systems,1,2024,2024,2,Engineering,Physical Sciences,True
RVCE-CSE-005,Network Time Synchronization Technologies,1,2025,2025,0,Engineering,Physical Sciences,True
RVCE-CSE-005,Robotics and Automated Systems,1,2025,2025,0,Engineering,Physical Sciences,True
RVCE-CSE-005,Software System Performance and Reliability,1,2025,2025,0,Computer Science,Physical Sciences,True
RVCE-CSE-005,Teleoperation and Haptic Systems,1,2025,2025,0,Engineering,Physical Sciences,True
RVCE-CSE-007,Air Quality Monitoring and Forecasting,1,2025,2025,0,Environmental Science,Physical Sciences,True
RVCE-CSE-007,Air Quality and Health Impacts,1,2025,2025,0,Environmental Science,Physical Sciences,True
RVCE-CSE-007,Digital Mental Health Interventions,1,2025,2025,0,Psychology,Social Sciences,True
RVCE-CSE-007,Mental Health via Writing,1,2025,2025,0,Psychology,Social Sciences,True
RVCE-CSE-007,Organizational and Employee Performance,1,2025,2025,0,Environmental Science,Physical Sciences,True
RVCE-CSE-007,Personality Traits and Psychology,1,2025,2025,0,Psychology,Social Sciences,True
RVCE-CSE-008,Natural Language Processing Techniques,7,2012,2024,50,Computer Science,Physical Sciences,True
RVCE-CSE-008,Topic Modeling,6,2012,2024,35,"Biochemistry, Genetics and Molecular Biology",Life Sciences,True
RVCE-CSE-008,Internet Traffic Analysis and Secure E-voting,4,2021,2026,18,Computer Science,Physical Sciences,True
RVCE-CSE-008,Network Security and Intrusion Detection,4,2010,2023,19,Computer Science,Physical Sciences,True
RVCE-CSE-008,Advanced Text Analysis Techniques,3,2015,2024,29,Computer Science,Physical Sciences,True
RVCE-CSE-008,Data Quality and Management,3,2019,2026,8,Computer Science,Physical Sciences,True
RVCE-CSE-008,Semantic Web and Ontologies,3,2019,2022,11,Computer Science,Physical Sciences,False
RVCE-CSE-008,Advanced Database Systems and Queries,2,2019,2022,0,Computer Science,Physical Sciences,False
RVCE-CSE-008,Advanced Malware Detection Techniques,2,2021,2021,17,Computer Science,Physical Sciences,False
RVCE-CSE-008,Cloud Computing and Resource Management,2,2021,2023,0,Computer Science,Physical Sciences,True
RVCE-CSE-008,Data Mining Algorithms and Applications,2,2019,2020,19,Computer Science,Physical Sciences,False
RVCE-CSE-008,Handwritten Text Recognition Techniques,2,2023,2026,0,Computer Science,Physical Sciences,True
RVCE-CSE-008,ICT in Developing Communities,2,2023,2025,2,Computer Science,Physical Sciences,True
RVCE-CSE-008,Security in Wireless Sensor Networks,2,2026,2026,0,Computer Science,Physical Sciences,True
RVCE-CSE-008,Service-Oriented Architecture and Web Services,2,2019,2022,11,Computer Science,Physical Sciences,False
RVCE-CSE-008,Spam and Phishing Detection,2,2013,2015,16,Computer Science,Physical Sciences,False
RVCE-CSE-008,Text and Document Classification Technologies,2,2013,2014,17,Computer Science,Physical Sciences,False
RVCE-CSE-008,Web Data Mining and Analysis,2,2013,2020,16,Computer Science,Physical Sciences,False
RVCE-CSE-008,AI in Service Interactions,1,2023,2023,2,Computer Science,Physical Sciences,True
RVCE-CSE-008,Advanced Computational Techniques and Applications,1,2014,2014,9,Computer Science,Physical Sciences,False
RVCE-CSE-008,Advanced Data Storage Technologies,1,2024,2024,2,Computer Science,Physical Sciences,True
RVCE-CSE-008,Artificial Intelligence Applications,1,2026,2026,0,Computer Science,Physical Sciences,True
RVCE-CSE-008,Artificial Intelligence and Decision Support Systems,1,2023,2023,2,Computer Science,Physical Sciences,True
RVCE-CSE-008,Artificial Intelligence in Healthcare,1,2016,2016,0,Health Professions,Health Sciences,False
RVCE-CSE-008,Augmented Reality Applications,1,2025,2025,0,Psychology,Social Sciences,True
RVCE-CSE-008,Authorship Attribution and Profiling,1,2012,2012,6,Computer Science,Physical Sciences,False
RVCE-CSE-008,Biomedical Text Mining and Ontologies,1,2024,2024,1,"Biochemistry, Genetics and Molecular Biology",Life Sciences,True
RVCE-CSE-008,Blockchain Technology Applications and Security,1,2024,2024,2,Computer Science,Physical Sciences,True
RVCE-CSE-008,Cloud Data Security Solutions,1,2024,2024,2,Computer Science,Physical Sciences,True
RVCE-CSE-008,Complex Systems and Time Series Analysis,1,2019,2019,11,Computer Science,Physical Sciences,False
RVCE-CSE-008,Education and Technology Integration,1,2025,2025,0,Computer Science,Physical Sciences,True
RVCE-CSE-008,Educational Games and Gamification,1,2025,2025,0,Psychology,Social Sciences,True
RVCE-CSE-008,Energy Efficient Wireless Sensor Networks,1,2026,2026,0,Computer Science,Physical Sciences,True
RVCE-CSE-008,Engineering Education and Curriculum Development,1,2018,2018,20,Social Sciences,Social Sciences,False
RVCE-CSE-008,Experimental Learning in Engineering,1,2018,2018,20,Social Sciences,Social Sciences,False
RVCE-CSE-008,Explainable Artificial Intelligence (XAI),1,2026,2026,0,Social Sciences,Social Sciences,True
RVCE-CSE-008,Historical Linguistics and Language Studies,1,2018,2018,1,Arts and Humanities,Social Sciences,False
RVCE-CSE-008,Image Processing and 3D Reconstruction,1,2023,2023,0,Computer Science,Physical Sciences,True
RVCE-CSE-008,IoT and Edge/Fog Computing,1,2021,2021,0,Computer Science,Physical Sciences,False
RVCE-CSE-008,"Language, Linguistics, Cultural Analysis",1,2018,2018,1,Arts and Humanities,Social Sciences,False
RVCE-CSE-008,Misinformation and Its Impacts,1,2026,2026,0,Social Sciences,Social Sciences,True
RVCE-CSE-008,Mobile Ad Hoc Networks,1,2026,2026,0,Computer Science,Physical Sciences,True
RVCE-CSE-008,Mobile Learning in Education,1,2025,2025,0,Computer Science,Physical Sciences,True
RVCE-CSE-008,Multimodal Machine Learning Applications,1,2026,2026,0,Social Sciences,Social Sciences,True
RVCE-CSE-008,Network Packet Processing and Optimization,1,2010,2010,1,Computer Science,Physical Sciences,False
RVCE-CSE-008,Neural Networks and Applications,1,2024,2024,0,Computer Science,Physical Sciences,True
RVCE-CSE-008,Parallel Computing and Optimization Techniques,1,2021,2021,0,Computer Science,Physical Sciences,False
RVCE-CSE-008,"Privacy, Security, and Data Protection",1,2023,2023,1,Computer Science,Physical Sciences,True
RVCE-CSE-008,Problem and Project Based Learning,1,2018,2018,20,Social Sciences,Social Sciences,False
RVCE-CSE-008,Rough Sets and Fuzzy Logic,1,2020,2020,8,Computer Science,Physical Sciences,False
RVCE-CSE-008,Scientific Computing and Data Management,1,2023,2023,0,Computer Science,Physical Sciences,True
RVCE-CSE-008,Sentiment Analysis and Opinion Mining,1,2015,2015,8,Computer Science,Physical Sciences,False
RVCE-CSE-008,Smart Grid Security and Resilience,1,2026,2026,0,Computer Science,Physical Sciences,True
RVCE-CSE-008,Software System Performance and Reliability,1,2023,2023,0,Computer Science,Physical Sciences,True
RVCE-CSE-008,Software-Defined Networks and 5G,1,2010,2010,1,Computer Science,Physical Sciences,False
RVCE-CSE-008,Stock Market Forecasting Methods,1,2019,2019,11,Computer Science,Physical Sciences,False
RVCE-CSE-008,"Swearing, Euphemism, Multilingualism",1,2012,2012,6,Computer Science,Physical Sciences,False
RVCE-CSE-008,Teaching and Learning Programming,1,2025,2025,0,Psychology,Social Sciences,True
RVCE-CSE-008,Text Readability and Simplification,1,2012,2012,6,Computer Science,Physical Sciences,False
RVCE-CSE-008,Time Series Analysis and Forecasting,1,2019,2019,11,Computer Science,Physical Sciences,False
RVCE-CSE-008,Vehicle License Plate Recognition,1,2023,2023,0,Computer Science,Physical Sciences,True
RVCE-CSE-009,Animal Vocal Communication and Behavior,1,2026,2026,0,Environmental Science,Physical Sciences,True
RVCE-CSE-009,Autonomous Vehicle Technology and Safety,1,2025,2025,3,Engineering,Physical Sciences,True
RVCE-CSE-009,Marine animal studies overview,1,2026,2026,0,Environmental Science,Physical Sciences,True
RVCE-CSE-009,Robotic Path Planning Algorithms,1,2025,2025,3,Engineering,Physical Sciences,True
RVCE-CSE-009,Robotics and Sensor-Based Localization,1,2025,2025,3,Engineering,Physical Sciences,True
RVCE-CSE-009,Underwater Acoustics Research,1,2026,2026,0,Environmental Science,Physical Sciences,True
RVCE-CSE-010,Business Process Modeling and Analysis,1,2023,2023,0,"Business, Management and Accounting",Social Sciences,True
RVCE-CSE-010,Corporate Governance and Management,1,2023,2023,0,"Business, Management and Accounting",Social Sciences,True
RVCE-CSE-010,Innovation and Knowledge Management,1,2023,2023,0,"Business, Management and Accounting",Social Sciences,True
RVCE-CSE-010,IoT and Edge/Fog Computing,1,2022,2022,21,Computer Science,Physical Sciences,False
RVCE-CSE-010,Robotic Locomotion and Control,1,2018,2018,3,Engineering,Physical Sciences,False
RVCE-CSE-010,Robotic Path Planning Algorithms,1,2018,2018,3,Engineering,Physical Sciences,False
RVCE-CSE-010,Robotics and Automated Systems,1,2018,2018,3,Engineering,Physical Sciences,False
RVCE-CSE-011,Advanced Queuing Theory Analysis,1,2022,2022,9,"Business, Management and Accounting",Social Sciences,False
RVCE-CSE-011,Anomaly Detection Techniques and Applications,1,2023,2023,1,Computer Science,Physical Sciences,True
RVCE-CSE-011,Biometric Identification and Security,1,2022,2022,4,Computer Science,Physical Sciences,False
RVCE-CSE-011,Face and Expression Recognition,1,2022,2022,4,Computer Science,Physical Sciences,False
RVCE-CSE-011,Face recognition and analysis,1,2022,2022,4,Computer Science,Physical Sciences,False
RVCE-CSE-011,Intravenous Infusion Technology and Safety,1,2023,2023,3,Medicine,Health Sciences,True
RVCE-CSE-011,IoT and Edge/Fog Computing,1,2023,2023,6,Computer Science,Physical Sciences,True
RVCE-CSE-011,Pharmaceutical Quality and Counterfeiting,1,2023,2023,3,Medicine,Health Sciences,True
RVCE-CSE-011,Reliability and Maintenance Optimization,1,2022,2022,9,"Business, Management and Accounting",Social Sciences,False
RVCE-CSE-011,Software-Defined Networks and 5G,1,2023,2023,6,Computer Science,Physical Sciences,True
RVCE-CSE-011,Supply Chain and Inventory Management,1,2022,2022,9,"Business, Management and Accounting",Social Sciences,False
RVCE-CSE-012,Cloud Computing and Resource Management,1,2022,2022,3,Computer Science,Physical Sciences,False
RVCE-CSE-012,Graph Theory and Algorithms,1,2022,2022,3,Computer Science,Physical Sciences,False
RVCE-CSE-012,Impact of Light on Environment and Health,1,2021,2021,1,Environmental Science,Physical Sciences,False
RVCE-CSE-012,IoT and Edge/Fog Computing,1,2022,2022,3,Computer Science,Physical Sciences,False
RVCE-CSE-012,Land Use and Ecosystem Services,1,2026,2026,0,Environmental Science,Physical Sciences,True
